x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9
-907.9881175708583,-13.979503295706364,101.97257652242514,-329.40971800147906,-23.65470384010608,-356.7817010321401,517.6397795756764,91.83928749056733,414.2984501255061,612.9229310099694,-552.4309014964873,-199.81405407449932,749.2131738119881,656.1933037109078,-750.0720063432952,-858.3347226905294,875.8754423049108,683.6694891569048,93.04553245804244,312.625090138351,388.9303995176499,260.07707883504935,-206.12480143425236,2.801227824920909,528.4439439767546,448.61767700527093,-665.1686578664448,-41.49889738315166,-722.3340663788216,-111.64372997381982
-920.8205665584165,-6.608921803363476,114.92947650620754,-292.07372785879204,-47.137662098643126,-340.21881252058074,509.79952746542983,77.70902138547794,414.4493591315481,629.9417835229667,-530.2547449185599,-192.16932068196886,756.6516383233801,688.3684271504837,-761.4749916907646,-861.5000712311537,869.7554116424196,704.9613632265401,107.53442847336565,323.6535205584347,395.4886977782861,232.92838454170015,-223.93643418942239,23.03201383332097,542.87965259322,414.42654960479103,-674.1634816929552,-23.200504955082728,-717.2011802578612,-134.5978232640274
-920.2551754357377,-12.829141728916756,101.95699756898532,-304.2256547342919,-35.93450092149974,-344.4628332940073,530.8790107826433,108.27630576869205,386.49965629282406,630.4886410295894,-529.450736303034,-201.25841959463247,764.7706869107791,653.0706193842204,-769.626520762541,-856.3858261334598,874.9730275334732,690.6375899009709,115.28437678182078,315.13035836794825,378.67507706031057,252.4723040295933,-174.569274123009,3.768807326745666,518.4589772458578,422.04467385651543,-674.3215934161647,-43.932876922546654,-710.3401940215548,-162.5168462469312
-915.1079677590782,-25.997592813113027,116.32752769059766,-317.11156185129414,-20.217773183966322,-336.97525957338735,529.7702108411038,113.13356170526437,388.54691629731326,599.8929455998727,-524.6008655885859,-165.76610490285861,775.9374882089963,681.3995819441004,-760.4790690614939,-877.2184736571551,868.906933040309,681.437182214498,104.51967414315197,306.2010918367948,384.749482840873,234.0854177693857,-189.07786712374974,0.36551854157397656,512.9074197288605,415.16760968222763,-671.4362768948272,-31.00738256004921,-690.3182276623423,-125.13113618022503
-897.9244660353589,-16.96230897352011,131.04326029803116,-309.2742508263291,-26.721992967830936,-330.31549545786385,539.0518814693687,132.75989844156913,379.59656422150016,611.5494320403652,-532.0352711867827,-153.2514848304877,777.5855325000302,692.9887321657777,-766.4301279061414,-893.0808264327969,863.2367221990262,680.7421647491698,92.32497554713876,318.5412873238112,384.86407299129297,235.56358741784442,-180.55631828410236,9.811165693872228,503.871737737559,400.010753388403,-674.5153793287773,-28.841902398823137,-682.1240076877091,-131.94706061268107
-895.2992885849275,-10.86045766609225,122.90082669623274,-316.8821310525996,-26.93708567417402,-315.9778038100491,530.3983273215579,117.65578085043707,364.94446090254536,610.789688516657,-505.12024736049534,-151.11179636486202,769.6853598507029,707.0793908348558,-753.6991083401322,-907.6584915029742,865.3238671602836,682.5708174286235,84.21721197392336,314.1374672660961,384.09939516384355,194.94508933015206,-158.88969305681294,2.0228619781836414,490.4731895901769,395.4021737615093,-679.5188209790945,10.51387162111323,-680.3690295788908,-155.6529598400777
-887.4599665238926,-18.657830164221085,138.64222486850034,-296.6364857784333,-31.865439725954037,-312.88138352359704,558.1101829849016,116.2980285751174,390.71102035425577,602.2194243813598,-491.3575378270419,-133.84653642087676,767.8739666447213,701.8291383701841,-732.4637293951623,-917.2158104865551,854.061761071937,662.3738163808601,97.47106768210523,320.32850939470757,390.28627819570954,190.72856271481686,-165.44728564212144,-6.813305794440604,499.69891390040675,380.37871646135557,-676.2773039876392,-6.71930089603913,-672.2738536489617,-169.6123108862762
-880.3159604187148,-26.911349497022982,147.7888450960043,-287.8138166675347,-20.79058896729706,-305.42417419978767,561.6174383132962,120.74318258115457,365.7944244942862,576.9966631829093,-487.9182096837915,-139.67760082587165,767.9669311262587,692.1346482509973,-751.1347401697835,-922.7398642497562,856.9965931397251,659.0428224386221,73.65245765047082,310.12042429183464,383.7102407860655,198.1207601251393,-138.78193490519774,-0.6882989631053142,506.1709643191756,353.0929782195299,-677.6353076457306,-8.915287173654054,-661.3423745553097,-169.4216781605586
-884.0717689119693,-27.351286774382018,140.2069547397594,-300.14359695278733,-26.280819475131658,-305.51306219986685,544.0435717680234,121.77759614347055,369.5758290313424,582.8669631644433,-485.8168357889557,-142.6389012198867,758.0012580210242,687.8077465453823,-750.430058900852,-922.1618472945852,833.9288690643664,644.3581123655413,79.31756295683942,311.8991487669646,376.11893476208695,184.57336771993818,-121.88928978674419,-3.708714775583145,496.1097851809413,363.1048335419922,-677.25411567666,5.660271059537106,-656.8682942108887,-183.3505114880168
-878.0977827321909,-24.040452428516044,149.83221628404235,-287.6295811157968,-30.294023332603917,-300.52664220508,556.7108972941087,147.28711786878853,348.80695603245897,582.2800829658117,-498.64694325618046,-109.3680045866825,768.459096012575,706.8311615801096,-729.4627084488064,-912.3188727204273,834.0970546118241,644.9495398342481,69.47306167152917,289.1865614625388,367.35676982458926,151.80716773313796,-122.44970274241463,-2.718366866993727,486.20817282315653,355.8106421092407,-688.3249163816988,-1.4930993681663232,-628.5295190121647,-176.3835643928105
