x,y,z
254.9819432388979,794.0021940645726,4.690978910545302
237.60300922156372,777.6487897981808,36.983762472317956
259.01979054627105,754.4735382050864,32.84100207836569
268.33834872851725,756.7790529548831,33.56142943080787
251.0486379971474,731.0594358377979,30.362200088735843
250.85521456646936,746.6245566519854,48.26494244107323
250.97887277705283,723.1832230251666,50.443503719170145
252.41227660587845,724.2976553649188,34.14202897226137
251.30393854023617,703.2366608027778,58.79410217925048
270.7160294672488,688.7202565475624,53.83365037929503
268.4965895269685,687.3048964201222,59.643288907114936
264.9622080524933,672.9287305331027,73.32309030619086
258.2567903390209,646.5839892416079,63.37157939507267
261.122598827574,633.2202851280003,66.80776665422195
254.69266743246175,612.2817782272596,61.97956852357069
240.21919059695983,583.5631786062808,68.76972679781295
242.23924109422063,563.2850204421272,61.537878442209546
240.99979672906983,553.4750565893564,65.6204515873513
239.56516074335028,532.711899436017,62.72326238777625
250.3016900735479,511.28138273597176,79.7050717637078
246.0967226797916,494.46827822812816,66.5238202847628
243.27277588810938,465.3768262631572,63.866395506071754
238.21134796235188,453.9994294782746,73.56072157147183
241.17590999839143,434.4279178160369,70.93539336705659
238.29231401049861,404.9759430940662,65.96479158113316
216.89151717378343,388.1254428667272,54.22325619740214
226.19201356312385,359.36056784917355,51.43012339061437
214.88737256749462,329.30692516763247,53.698055211551775
198.36730224410732,315.9363898052495,62.125993190117725
209.47755130897255,296.2528204305646,56.43011218561751
198.13198690249865,274.4153669539271,43.63726426059691
196.14429583289444,257.6040052803374,53.61903967384961
191.12686625190975,233.480185498602,43.23317564737925
182.75187162405183,209.2064998941818,44.46594382191748
177.8856716865287,176.98462699479865,32.563580970200135
182.36961147191448,137.6706604256682,30.237411916517956
167.1385179827646,116.3963373987679,31.975416088305046
170.0419578575142,99.75298077430509,31.788865654671078
170.10890044301712,63.96856241723296,30.0497516448094
173.01181722668449,28.01700973398548,13.457366223278264
178.7147533694734,-10.065492847012633,-3.9980893754320737
169.80722214841725,-22.214061414099895,-0.38056048257233144
163.53686716049708,-41.8432606946358,-0.22694120242436888
140.860154801738,-59.77099867731351,-16.515374511351194
146.79148926696067,-85.92204893922666,-17.444439321196903
138.05780326885457,-105.20911927791163,-24.61233007460157
120.33872684693908,-132.9118591170494,-27.187838321700053
110.34269471252598,-167.38197876854525,-27.973092702318848
121.1366585175836,-200.08656049350625,-30.9126525438281
130.73975171315166,-238.61446796728978,-23.692726041056254
115.85789603109117,-266.67745382905946,-43.22804195982947
110.81899920675046,-284.35372708094314,-60.03907371808008
112.49953339117512,-290.6690393724262,-62.26983654983897
89.66321178121889,-314.28930225139123,-64.35097485925226
84.81920670780157,-332.33204614446987,-71.32808242877958
77.0759531687399,-372.69471130091534,-94.34756438512372
66.16903608249281,-401.5403153114307,-98.41918904223476
65.2966020684552,-423.5445918422812,-102.29865343252045
68.57444412558154,-451.84236340288004,-113.04446254669953
48.935191896935905,-476.97746048193727,-111.17397901935108
41.28107657669355,-500.3842403546919,-121.34711180014156
47.600309519807915,-517.8274946324987,-114.26964761802643
39.743895284380045,-547.6967471932612,-123.63504651517707
41.45877679779763,-564.6613956347807,-127.03528615736239
28.641665428584727,-586.3185882641341,-137.5096744599684
36.329361141188045,-619.4035784034131,-145.81890481928946
31.221884514299553,-645.0412454480957,-156.28514924209622
18.943208470119004,-667.665122578802,-173.64802853094983
19.506871028994567,-684.7477308281092,-176.18304663637778
3.7666487475371557,-697.7523490116355,-167.31500702078154
1.8391874842217897,-717.3986460385383,-176.49824063836573
-6.721612827755371,-740.5039008495186,-182.5631074055432
-6.707936588189638,-754.898881339189,-193.11547065129412
2.358231997014629,-765.686744419083,-203.6440998637449
-4.908675142923396,-782.1631118529423,-197.00759513247488
-16.440022986032258,-806.0518517168507,-213.18312939010866
-26.304077698279567,-818.0525219447896,-213.4010634721492
-30.7090579024591,-831.6925329191483,-230.2528720108563
-24.440467608961725,-857.2158141696082,-233.27370430346383
-24.494196897402,-877.8156870885757,-243.60680771203928
-41.00848514079564,-897.5227768896343,-248.97575200480293
-44.20214337663482,-908.5143218996142,-249.076775886832
-44.12165713474263,-912.5796735564517,-256.51806525499416
-53.68924602371291,-922.2269618564488,-262.4761823202492
-70.04824097776304,-924.1229861082456,-268.25179449494533
-71.13880531674192,-949.1629788930796,-270.5405305510506
-73.57865791828564,-951.8496363554935,-287.7428087150544
-66.79323033196329,-961.8937627929876,-293.10861477111126
-77.77651571576372,-976.9181789430908,-295.43579884412975
-66.46939251300103,-994.5272915976229,-300.88363290269245
-70.42837725276146,-989.678001557498,-292.4553105817992
-80.37574775401053,-985.2984270549113,-305.4744477346659
-87.54837758782209,-976.4412256061441,-307.0753357200602
-95.25723568555172,-999.6577354006004,-303.3236213455213
-87.11236580746765,-1009.0609973537743,-299.0516941477064
-74.05155945297997,-1001.5427054818699,-307.1048454897832
-98.63743260187061,-1000.4223555685256,-319.4325859794715
-88.47763711587805,-994.8529327171744,-317.2140871698643
-97.21089039657525,-990.2823657650512,-318.1068878493979
-95.6458676391612,-997.0564165511911,-300.89483844079274
-98.07777168543144,-999.4730638737728,-312.6417058317018
-94.2419288856376,-978.0071689681964,-314.7851879865782
-86.15349459307839,-979.5468986821934,-328.88068726120883
-106.77821205285281,-973.0441094717671,-329.4957043473473
-111.25835750133423,-969.186616041009,-339.23743787853005
-112.09158739881822,-944.3551441134266,-332.4160403647928
-104.47039601238241,-950.8912859387287,-322.146822083486
-94.62893735533706,-937.7061299502025,-329.13186483204413
-97.80984236406027,-933.6311318069893,-331.9833068102543
-95.7846671598274,-927.0576598250094,-322.6187021997005
-96.25993424300381,-914.3377853422286,-337.3366922401894
-88.81018121775834,-900.3106670478742,-341.47940315575835
-93.82876802359797,-881.1942850459167,-343.75257207174695
-87.44477125980909,-865.8962762001332,-334.44557833334005
-89.5796646008027,-862.8743299200851,-327.67370653183474
-100.09159323038364,-851.3748399214437,-325.03526783665257
-89.6663557122219,-850.6677782840763,-322.49904765402147
-91.9985894723766,-843.7655006959441,-319.4691575832071
-92.45627549019254,-831.2032585707026,-331.82069568018755
-90.1812756174439,-814.5871147548788,-326.83956838673305
-92.98302473991887,-785.748760863879,-324.2359035798429
-84.66764697023814,-765.0860508621622,-320.32584797378547
-87.27116986282094,-746.9696810363554,-320.4642520845873
-79.54289461601253,-722.8128949741013,-324.9345003621886
-89.10933769739216,-716.5257652331951,-314.3228982452918
-92.45650036006906,-706.8838786753635,-313.1442285361415
-87.71855952162757,-687.1477142338958,-316.9628618810276
-89.52297562179427,-671.5427535951778,-310.7340517324327
-85.72708935593451,-649.3522955400218,-306.52770196762486
-83.83345781768183,-652.2910109493378,-294.314848854599
-67.16214626498939,-621.8001806548417,-288.91636703955174
-56.05645617792411,-601.6635670030679,-296.27891872947083
-44.21252845081089,-585.8537217311424,-300.03685434917594
-47.18612408939218,-558.205860149793,-291.98731110656445
-55.00780489133217,-536.6065390166783,-290.108839391737
-60.19089822595659,-513.5132897673687,-289.5589182185407
-56.63996401617175,-496.9167286807293,-276.4239156139032
-56.765945583529344,-474.46134734624906,-283.3559753398107
-47.64880794735134,-448.83393244048176,-275.1541871706358
-52.20508789287215,-426.68259307071503,-281.85600743843656
-48.253365440682806,-401.9269396356263,-277.7992022005561
-33.66676378306016,-388.2708558863903,-276.21487325681693
-23.748622723734506,-378.2488059680719,-275.658538631244
-14.02841654145391,-355.3243342588317,-270.3935995334389
-14.520852911643567,-335.792829072042,-263.30037470773823
-30.616495524923312,-308.806614187169,-264.3731274124426
-20.36591557627327,-298.0782835250476,-248.49006212323832
-30.94548138034704,-284.4018770547144,-245.54983085401918
-32.32800177782865,-267.6382512799692,-232.93973497351067
-20.381046787823724,-235.6495794272646,-241.35314714457047
-12.410141931519044,-204.1120887739282,-241.18431180794914
-2.684041304246602,-181.0527406415725,-245.27038963278406
1.9261816347480352,-164.67114314268008,-232.90207079355514
11.028982999003635,-147.34638252500065,-226.23979334448046
12.914725718873655,-120.33457291923071,-221.0017668324624
9.903313789316808,-104.83926913023896,-222.21038613252142
16.738389604585198,-73.88799961129506,-223.1569392315627
29.09839276221065,-54.769829412952554,-215.90405156765766
30.3594732487901,-29.600679763049623,-213.43542508774647
47.215409195435214,-10.388926470087052,-212.9560708656901
41.85405009429816,24.783034584155203,-220.93864472594655
45.83789257384216,32.20193104678678,-207.37688609828606
41.31244483907204,48.83645558197998,-218.49082917727557
48.087175912702804,77.88324881192244,-220.38349414877553
51.004448339948674,101.46498107768342,-207.4551796213582
48.89485181634667,125.39911727268998,-203.39417532867307
59.63760373722359,137.7419575829366,-202.85528284379882
73.37279544691762,171.30718526249373,-191.1456793758189
82.99212957488172,186.48939146921143,-189.82365697539308
98.66240930312259,202.13303083809944,-190.92614225139556
104.17737506650467,221.88559440447926,-190.17458825441406
99.40090377844675,256.94617146335395,-180.459909184699
99.6606417324046,263.211687975889,-179.82867053245877
103.20769117323876,291.34302589818645,-172.9448694283802
101.83472089998475,319.5469974318429,-175.91018531346515
114.17150788230896,332.6135452972558,-179.0332801264872
120.02811412027373,346.57455559872466,-179.85748778236777
116.2568696538873,355.07190882617357,-182.14993356168898
123.1684271527631,372.8322099976,-178.77557639726723
133.11131819648065,405.9874850777764,-173.50630586317894
136.63658549518328,427.50034128440535,-170.05942989564457
134.24245634395427,444.66145692865854,-161.4617251325316
150.27369220221604,465.46757168479195,-166.83898914256673
147.77172504832046,485.55869755670193,-163.9493019865367
150.57093955174898,482.6883142625758,-171.89236368234813
162.11594956826445,514.7140515548724,-172.9818124749952
171.0584936469511,520.7417864887858,-180.34290943077272
176.8717753475818,541.4507252228875,-184.65967254955632
196.97423226663102,558.7037414099239,-181.54239838207815
209.66607186811981,566.6564075217437,-183.55070953941635
212.33586258891938,572.8459214376679,-190.7486789232635
213.87811298066802,594.8053600735083,-174.66666469324667
219.771608706772,595.836200343259,-179.4948647058145
224.93342073904412,616.9909358371508,-169.596401946237
220.29173174790046,633.5753478228912,-168.82097365630787
235.18266677831372,651.0829547591427,-174.58025677037926
245.46997555510558,672.2763201324035,-178.5038318044302
259.22810653212537,673.4926710538759,-184.85555342891814
255.73475218014428,689.1917810148042,-192.7211395923247
269.81864249769757,692.8984995014969,-192.48411762413213
263.2289950331059,702.5737515412387,-192.87259378458745
271.33623721031944,705.767898366657,-191.1594543469289
274.7890348352709,713.6909625550987,-190.39322566419463
285.3734185782701,724.0553012391753,-194.98563779205682
298.77249123288806,727.4291574503255,-198.84402687537056
298.16770340759234,744.7610212339919,-204.82698687062177
309.95197973452935,738.5900218509089,-202.48819308278792
320.12988849153,747.0903938609105,-197.71832553853116
326.5835001926079,755.9692825179237,-190.0761122554419
319.1172784937208,766.8377363261446,-195.37667893570222
309.7388029402591,753.7234463495303,-206.3634363884428
312.98955718543743,734.2237909965604,-200.35014964473666
298.5079309977948,722.5558146534909,-198.4892838580376
300.24259017169464,708.643636466501,-193.4257665613772
304.2832117431663,703.467144076094,-188.18163068987627
311.6697568030681,699.778969742911,-185.91057837854063
323.23507487259167,705.0415647556654,-188.16484506849787
336.7944009001719,691.0846495011157,-171.20457026019184
329.74644197560406,689.1442999094073,-167.04954481493976
321.5278222255896,679.3426087127029,-158.12956007290757
315.8259767721587,660.6171491803767,-150.49774072693597
304.17515770758234,656.2386087833377,-149.0644159017968
319.2177259943664,646.1831303951786,-153.90947429424557
